Total Nacional;Comunidades y Ciudades Autónomas;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
Total Nacional;12 Galicia;16-64 años;Extranjeros;Mujeres;2019;42.579
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Ambos sexos;2021;5,56
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Ambos sexos;2020;5,44
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Ambos sexos;2019;4,89
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Hombres;2021;5,35
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Hombres;2020;5,24
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Hombres;2019;4,73
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Mujeres;2021;5,76
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Mujeres;2020;5,63
Total Nacional;12 Galicia;16-64 años;% Extranjeros;Mujeres;2019;5,04
Total Nacional;12 Galicia;65 y más;TOTAL;Ambos sexos;2021;694.140
Total Nacional;12 Galicia;65 y más;TOTAL;Ambos sexos;2020;687.824
Total Nacional;12 Galicia;65 y más;TOTAL;Ambos sexos;2019;679.784
Total Nacional;12 Galicia;65 y más;TOTAL;Hombres;2021;297.356
Total Nacional;12 Galicia;65 y más;TOTAL;Hombres;2020;293.790
Total Nacional;12 Galicia;65 y más;TOTAL;Hombres;2019;289.710
Total Nacional;12 Galicia;65 y más;TOTAL;Mujeres;2021;396.784
Total Nacional;12 Galicia;65 y más;TOTAL;Mujeres;2020;394.034
Total Nacional;12 Galicia;65 y más;TOTAL;Mujeres;2019;390.074
Total Nacional;12 Galicia;65 y más;Españoles;Ambos sexos;2021;686.565
Total Nacional;12 Galicia;65 y más;Españoles;Ambos sexos;2020;680.519
Total Nacional;12 Galicia;65 y más;Españoles;Ambos sexos;2019;673.444
Total Nacional;12 Galicia;65 y más;Españoles;Hombres;2021;294.034
Total Nacional;12 Galicia;65 y más;Españoles;Hombres;2020;290.567
Total Nacional;12 Galicia;65 y más;Españoles;Hombres;2019;286.860
Total Nacional;12 Galicia;65 y más;Españoles;Mujeres;2021;392.531
Total Nacional;12 Galicia;65 y más;Españoles;Mujeres;2020;389.952
Total Nacional;12 Galicia;65 y más;Españoles;Mujeres;2019;386.584
Total Nacional;12 Galicia;65 y más;Extranjeros;Ambos sexos;2021;7.575
Total Nacional;12 Galicia;65 y más;Extranjeros;Ambos sexos;2020;7.305
Total Nacional;12 Galicia;65 y más;Extranjeros;Ambos sexos;2019;6.340
Total Nacional;12 Galicia;65 y más;Extranjeros;Hombres;2021;3.322
Total Nacional;12 Galicia;65 y más;Extranjeros;Hombres;2020;3.223
Total Nacional;12 Galicia;65 y más;Extranjeros;Hombres;2019;2.850
Total Nacional;12 Galicia;65 y más;Extranjeros;Mujeres;2021;4.253
Total Nacional;12 Galicia;65 y más;Extranjeros;Mujeres;2020;4.082
Total Nacional;12 Galicia;65 y más;Extranjeros;Mujeres;2019;3.490
Total Nacional;12 Galicia;65 y más;% Extranjeros;Ambos sexos;2021;1,09
Total Nacional;12 Galicia;65 y más;% Extranjeros;Ambos sexos;2020;1,06
Total Nacional;12 Galicia;65 y más;% Extranjeros;Ambos sexos;2019;0,93
Total Nacional;12 Galicia;65 y más;% Extranjeros;Hombres;2021;1,12
Total Nacional;12 Galicia;65 y más;% Extranjeros;Hombres;2020;1,10
Total Nacional;12 Galicia;65 y más;% Extranjeros;Hombres;2019;0,98
Total Nacional;12 Galicia;65 y más;% Extranjeros;Mujeres;2021;1,07
Total Nacional;12 Galicia;65 y más;% Extranjeros;Mujeres;2020;1,04
Total Nacional;12 Galicia;65 y más;% Extranjeros;Mujeres;2019;0,89
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Ambos sexos;2021;6.751.251
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Ambos sexos;2020;6.779.888
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Ambos sexos;2019;6.663.394
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Hombres;2021;3.229.700
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Hombres;2020;3.243.793
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Hombres;2019;3.187.312
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Mujeres;2021;3.521.551
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Mujeres;2020;3.536.095
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;TOTAL;Mujeres;2019;3.476.082
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Ambos sexos;2021;5.796.129
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Ambos sexos;2020;5.824.174
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Ambos sexos;2019;5.781.575
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Hombres;2021;2.778.318
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Hombres;2020;2.793.003
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Hombres;2019;2.771.228
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Mujeres;2021;3.017.811
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Mujeres;2020;3.031.171
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Españoles;Mujeres;2019;3.010.347
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Ambos sexos;2021;955.122
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Ambos sexos;2020;955.714
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Ambos sexos;2019;881.819
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Hombres;2021;451.382
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Hombres;2020;450.790
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Hombres;2019;416.084
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Mujeres;2021;503.740
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Mujeres;2020;504.924
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;Extranjeros;Mujeres;2019;465.735
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;14,15
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;14,10
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;13,23
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Hombres;2021;13,98
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Hombres;2020;13,90
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Hombres;2019;13,05
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Mujeres;2021;14,30
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Mujeres;2020;14,28
Total Nacional;13 Madrid, Comunidad de;TOTAL EDADES;% Extranjeros;Mujeres;2019;13,40
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Ambos sexos;2021;1.061.290
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Ambos sexos;2020;1.084.265
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Ambos sexos;2019;1.085.284
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Hombres;2021;544.274
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Hombres;2020;556.435
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Hombres;2019;556.793
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Mujeres;2021;517.016
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Mujeres;2020;527.830
Total Nacional;13 Madrid, Comunidad de;0-15 años;TOTAL;Mujeres;2019;528.491
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Ambos sexos;2021;924.784
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Ambos sexos;2020;946.935
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Ambos sexos;2019;956.566
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Hombres;2021;474.314
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Hombres;2020;486.075
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Hombres;2019;490.790
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Mujeres;2021;450.470
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Mujeres;2020;460.860
Total Nacional;13 Madrid, Comunidad de;0-15 años;Españoles;Mujeres;2019;465.776
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Ambos sexos;2021;136.506
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Ambos sexos;2020;137.330
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Ambos sexos;2019;128.718
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Hombres;2021;69.960
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Hombres;2020;70.360
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Hombres;2019;66.003
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Mujeres;2021;66.546
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Mujeres;2020;66.970
Total Nacional;13 Madrid, Comunidad de;0-15 años;Extranjeros;Mujeres;2019;62.715
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Ambos sexos;2021;12,86
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Ambos sexos;2020;12,67
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Ambos sexos;2019;11,86
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Hombres;2021;12,85
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Hombres;2020;12,64
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Hombres;2019;11,85
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Mujeres;2021;12,87
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Mujeres;2020;12,69
Total Nacional;13 Madrid, Comunidad de;0-15 años;% Extranjeros;Mujeres;2019;11,87
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Ambos sexos;2021;4.476.865
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Ambos sexos;2020;4.486.885
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Ambos sexos;2019;4.397.071
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Hombres;2021;2.182.460
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Hombres;2020;2.184.908
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Hombres;2019;2.139.949
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Mujeres;2021;2.294.405
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Mujeres;2020;2.301.977
Total Nacional;13 Madrid, Comunidad de;16-64 años;TOTAL;Mujeres;2019;2.257.122
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Ambos sexos;2021;3.699.005
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Ambos sexos;2020;3.707.403
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Ambos sexos;2019;3.677.851
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Hombres;2021;1.816.835
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Hombres;2020;1.819.532
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Hombres;2019;1.802.900
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Mujeres;2021;1.882.170
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Mujeres;2020;1.887.871
Total Nacional;13 Madrid, Comunidad de;16-64 años;Españoles;Mujeres;2019;1.874.951
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Ambos sexos;2021;777.860
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Ambos sexos;2020;779.482
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Ambos sexos;2019;719.220
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Hombres;2021;365.625
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Hombres;2020;365.376
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Hombres;2019;337.049
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Mujeres;2021;412.235
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Mujeres;2020;414.106
Total Nacional;13 Madrid, Comunidad de;16-64 años;Extranjeros;Mujeres;2019;382.171
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Ambos sexos;2021;17,38
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Ambos sexos;2020;17,37
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Ambos sexos;2019;16,36
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Hombres;2021;16,75
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Hombres;2020;16,72
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Hombres;2019;15,75
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Mujeres;2021;17,97
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Mujeres;2020;17,99
Total Nacional;13 Madrid, Comunidad de;16-64 años;% Extranjeros;Mujeres;2019;16,93
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Ambos sexos;2021;1.213.096
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Ambos sexos;2020;1.208.738
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Ambos sexos;2019;1.181.039
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Hombres;2021;502.966
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Hombres;2020;502.450
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Hombres;2019;490.570
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Mujeres;2021;710.130
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Mujeres;2020;706.288
Total Nacional;13 Madrid, Comunidad de;65 y más;TOTAL;Mujeres;2019;690.469
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Ambos sexos;2021;1.172.340
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Ambos sexos;2020;1.169.836
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Ambos sexos;2019;1.147.158
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Hombres;2021;487.169
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Hombres;2020;487.396
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Hombres;2019;477.538
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Mujeres;2021;685.171
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Mujeres;2020;682.440
Total Nacional;13 Madrid, Comunidad de;65 y más;Españoles;Mujeres;2019;669.620
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Ambos sexos;2021;40.756
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Ambos sexos;2020;38.902
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Ambos sexos;2019;33.881
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Hombres;2021;15.797
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Hombres;2020;15.054
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Hombres;2019;13.032
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Mujeres;2021;24.959
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Mujeres;2020;23.848
Total Nacional;13 Madrid, Comunidad de;65 y más;Extranjeros;Mujeres;2019;20.849
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Ambos sexos;2021;3,36
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Ambos sexos;2020;3,22
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Ambos sexos;2019;2,87
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Hombres;2021;3,14
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Hombres;2020;3,00
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Hombres;2019;2,66
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Mujeres;2021;3,51
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Mujeres;2020;3,38
Total Nacional;13 Madrid, Comunidad de;65 y más;% Extranjeros;Mujeres;2019;3,02
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.518.486
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.511.251
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.493.898
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Hombres;2021;760.362
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Hombres;2020;756.699
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Hombres;2019;747.615
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Mujeres;2021;758.124
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Mujeres;2020;754.552
Total Nacional;14 Murcia, Región de;TOTAL EDADES;TOTAL;Mujeres;2019;746.283
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Ambos sexos;2021;1.296.162
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Ambos sexos;2020;1.289.034
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Ambos sexos;2019;1.282.659
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Hombres;2021;640.253
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Hombres;2020;636.645
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Hombres;2019;633.488
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Mujeres;2021;655.909
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Mujeres;2020;652.389
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Españoles;Mujeres;2019;649.171
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Ambos sexos;2021;222.324
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Ambos sexos;2020;222.217
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Ambos sexos;2019;211.239
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Hombres;2021;120.109
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Hombres;2020;120.054
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Hombres;2019;114.127
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Mujeres;2021;102.215
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Mujeres;2020;102.163
Total Nacional;14 Murcia, Región de;TOTAL EDADES;Extranjeros;Mujeres;2019;97.112
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;14,64
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;14,70
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;14,14
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Hombres;2021;15,80
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Hombres;2020;15,87
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Hombres;2019;15,27
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Mujeres;2021;13,48
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Mujeres;2020;13,54
Total Nacional;14 Murcia, Región de;TOTAL EDADES;% Extranjeros;Mujeres;2019;13,01
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Ambos sexos;2021;270.636
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Ambos sexos;2020;273.772
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Ambos sexos;2019;274.752
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Hombres;2021;139.378
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Hombres;2020;140.879
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Hombres;2019;141.546
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Mujeres;2021;131.258
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Mujeres;2020;132.893
Total Nacional;14 Murcia, Región de;0-15 años;TOTAL;Mujeres;2019;133.206
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Ambos sexos;2021;231.068
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Ambos sexos;2020;232.800
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Ambos sexos;2019;234.655
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Hombres;2021;118.916
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Hombres;2020;119.696
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Hombres;2019;120.792
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Mujeres;2021;112.152
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Mujeres;2020;113.104
Total Nacional;14 Murcia, Región de;0-15 años;Españoles;Mujeres;2019;113.863
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Ambos sexos;2021;39.568
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Ambos sexos;2020;40.972
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Ambos sexos;2019;40.097
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Hombres;2021;20.462
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Hombres;2020;21.183
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Hombres;2019;20.754
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Mujeres;2021;19.106
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Mujeres;2020;19.789
Total Nacional;14 Murcia, Región de;0-15 años;Extranjeros;Mujeres;2019;19.343
Total Nacional;14 Murcia, Región de;0-15 años;% Extranjeros;Ambos sexos;2021;14,62
Total Nacional;14 Murcia, Región de;0-15 años;% Extranjeros;Ambos sexos;2020;14,97
Total Nacional;14 Murcia, Región de;0-15 años;% Extranjeros;Ambos sexos;2019;14,59
